sample	disposition	genbank_accession	biosample_acc
ERR855391	Available	GCA_042025695.1	SAMEA3165704
ERR855316	Available	GCA_042024815.1	SAMEA3165751
ERR1067723	Available	GCA_042044355.1	SAMEA3462921
ERR1067797	Available	GCA_042043995.1	SAMEA3463097
ERR1067808	Available	GCA_042043765.1	SAMEA3462864
ERR1067748	Available	GCA_042042715.1	SAMEA3463018
ERR1067765	Available	GCA_042042355.1	SAMEA3463050
ERR1082190	Available	GCA_042041675.1	SAMEA3463123
ERR1082199	Available	GCA_042041435.1	SAMEA3463132
ERR1067890	Available	GCA_042039895.1	SAMEA3463078
ERR1082157	Available	GCA_042039935.1	SAMEA3463197
ERR854876	Available	GCA_042038765.1	SAMEA3165428
ERR854933	Available	GCA_042036945.1	SAMEA3165287
ERR854951	Available	GCA_042036135.1	SAMEA3165315
ERR854963	Available	GCA_042036005.1	SAMEA3165332
ERR855042	Available	GCA_042035535.1	SAMEA3165383
ERR855048	Available	GCA_042035395.1	SAMEA3165389
ERR855059	Available	GCA_042035065.1	SAMEA3165400
ERR855141	Available	GCA_042031445.1	SAMEA3165493
ERR855251	Available	GCA_042029555.1	SAMEA3165603
ERR855008	Available	GCA_042027805.1	SAMEA3165349
ERR855304	Available	GCA_042025055.1	SAMEA3165710
ERR956672	Available	GCA_042023635.1	SAMEA3233694
SRR5235384	Available	GCA_042133725.1	SAMN05859764
SRR5990371	Available	GCA_042133045.1	SAMN07299098
ERR1082195	Available	GCA_042041515.1	SAMEA3463128
SRR5990360	Available	GCA_042133265.1	SAMN07299104
SRR5990387	Available	GCA_042132745.1	SAMN07271504
ERR1067761	Available	GCA_042042455.1	SAMEA3463043
ERR1082178	Available	GCA_042041835.1	SAMEA3463106
ERR1082233	Available	GCA_042040765.1	SAMEA3463166
ERR1082237	Available	GCA_042039595.1	SAMEA3463170
ERR855176	Available	GCA_042033535.1	SAMEA3165528
SRR5990358	Available	GCA_042133305.1	SAMN07287171
SRR5990422	Available	GCA_042132695.1	SAMN06350605
ERR855365	Available	GCA_042026215.1	SAMEA3165668
SRR17188736	Available	GCA_042063925.1	SAMN23567768
SRR2736096	Available	GCA_037846325.1	SAMN04191704
SRR2736109	Available	GCA_037846075.1	SAMN04191717
SRR2736126	Available	GCA_037845755.1	SAMN04191734
SRR2736128	Available	GCA_037845715.1	SAMN04191736
SRR2736200	Available	GCA_037844425.1	SAMN04191824
SRR2736217	Available	GCA_037844155.1	SAMN04191845
SRR2736251	Available	GCA_037843495.1	SAMN04191879
SRR2736260	Available	GCA_037843255.1	SAMN04191888
SRR2736122	Available	GCA_037845815.1	SAMN04191730
SRR2736160	Available	GCA_037845115.1	SAMN04191774
SRR2736194	Available	GCA_037844545.1	SAMN04191817
SRR2736226	Available	GCA_037843975.1	SAMN04191854
SRR2736231	Available	GCA_037843875.1	SAMN04191859
SRR4343302	Available	GCA_037842325.1	SAMN04191800
SRR5827026	Available	GCA_042022905.1	SAMN07351174
SRR5827031	Available	GCA_042022815.1	SAMN07351272
SRR5827086	Available	GCA_042021795.1	SAMN07351144
SRR5827101	Available	GCA_042021455.1	SAMN07351142
SRR5827141	Available	GCA_042020745.1	SAMN07351267
SRR5827173	Available	GCA_042020135.1	SAMN07351196
SRR5827233	Available	GCA_042014025.1	SAMN07351019
SRR5827049	Available	GCA_042022455.1	SAMN07350954
SRR5827059	Available	GCA_042022375.1	SAMN07351065
SRR5827074	Available	GCA_042022055.1	SAMN07351040
SRR5827075	Available	GCA_042021995.1	SAMN07351041
SRR5827107	Available	GCA_042021375.1	SAMN07351148
SRR5827125	Available	GCA_042021045.1	SAMN07351011
SRR5827130	Available	GCA_042020925.1	SAMN07351057
SRR5827142	Available	GCA_042020705.1	SAMN07351266
SRR5827205	Available	GCA_042019505.1	SAMN07351138
SRR5827221	Available	GCA_042019165.1	SAMN07351296
SRR5827226	Available	GCA_042014145.1	SAMN07351293
SRR5827254	Available	GCA_042013545.1	SAMN07350942
SRR5827269	Available	GCA_041998805.1	SAMN07351258
SRR5827286	Available	GCA_041998505.1	SAMN07351089
SRR5827327	Available	GCA_041997785.1	SAMN07351123
SRR5827344	Available	GCA_041997465.1	SAMN07351288
SRR5827406	Available	GCA_041996225.1	SAMN07351313
SRR8171905	Available	GCA_042131865.1	SAMN08688085
SRR8172073	Available	GCA_042131505.1	SAMN08956139
SRR8172099	Available	GCA_042131225.1	SAMN08956141
SRR8172310	Available	GCA_042130985.1	SAMN08688094
SRR8833290	Available	GCA_042130605.1	SAMN11309802
SRR8833368	Available	GCA_042130545.1	SAMN08627335
SRR8833415	Available	GCA_042130265.1	SAMN09241979
SRR8833426	Available	GCA_042130225.1	SAMN09004559
SRR8833431	Available	GCA_042130205.1	SAMN09664993
SRR8833448	Available	GCA_042130125.1	SAMN10354416
SRR8833485	Available	GCA_042129925.1	SAMN10354380
SRR8833511	Available	GCA_042129865.1	SAMN09828727
SRR8833572	Available	GCA_042129455.1	SAMN08865606
SRR8833597	Available	GCA_042129285.1	SAMN08627323
SRR8833604	Available	GCA_042129185.1	SAMN10354367
SRR8833662	Available	GCA_042128765.1	SAMN10086653
SRR8903170	Available	GCA_042127975.1	SAMN10354657
SRR8903272	Available	GCA_042127445.1	SAMN10354476
SRR8903105	Available	GCA_042127505.1	SAMN09086477
SRR9877857	Available	GCA_042116435.1	SAMN10517415
SRR9878235	Available	GCA_042114685.1	SAMN11492594
SRR8070993	Available	GCA_042127385.1	SAMN07665693
SRR8071046	Available	GCA_042126425.1	SAMN07503595
SRR8071064	Available	GCA_042126085.1	SAMN08025344
SRR8071069	Available	GCA_042125985.1	SAMN08025339
SRR8071071	Available	GCA_042125885.1	SAMN08522632
SRR8071075	Available	GCA_042125965.1	SAMN08522636
SRR8071086	Available	GCA_042125645.1	SAMN07427765
SRR8071094	Available	GCA_042125565.1	SAMN07665699
SRR8071099	Available	GCA_042125465.1	SAMN08522619
SRR8071130	Available	GCA_042124895.1	SAMN08472573
SRR7401683	Available	GCA_042132085.1	SAMN08522648
SRR8171845	Available	GCA_042131945.1	SAMN08995971
SRR8171986	Available	GCA_042131745.1	SAMN08995991
SRR8172012	Available	GCA_042131665.1	SAMN08995974
SRR8172044	Available	GCA_042131365.1	SAMN10354122
SRR8172176	Available	GCA_042131105.1	SAMN08732000
SRR8172212	Available	GCA_042131065.1	SAMN09241970
SRR8172319	Available	GCA_042130885.1	SAMN10354184
SRR8833386	Available	GCA_042130405.1	SAMN09380175
SRR8833522	Available	GCA_042129765.1	SAMN09666482
SRR8833555	Available	GCA_042129585.1	SAMN09537703
SRR8833591	Available	GCA_042129385.1	SAMN08627334
SRR8833684	Available	GCA_042128605.1	SAMN10354210
SRR8903102	Available	GCA_042128425.1	SAMN08995985
SRR8903137	Available	GCA_042128285.1	SAMN08995960
SRR8903155	Available	GCA_042128105.1	SAMN10354633
SRR8903337	Available	GCA_042127585.1	SAMN09379902
SRR8992476	Available	GCA_042127535.1	SAMN11539518
SRR9877721	Available	GCA_042117185.1	SAMN10621570
SRR9877738	Available	GCA_042117065.1	SAMN11179052
SRR9877798	Available	GCA_042116645.1	SAMN10148355
SRR9877855	Available	GCA_042116405.1	SAMN10517417
SRR9877972	Available	GCA_042115705.1	SAMN10148371
SRR9877997	Available	GCA_042115605.1	SAMN10863459
SRR9878154	Available	GCA_042114905.1	SAMN11492579
SRR9877744	Available	GCA_042117045.1	SAMN11492591
SRR9877819	Available	GCA_042116525.1	SAMN10793603
SRR9877867	Available	GCA_042116345.1	SAMN10291539
SRR9877913	Available	GCA_042116205.1	SAMN10863472
SRR9877941	Available	GCA_042115945.1	SAMN11554193
SRR9877957	Available	GCA_042115785.1	SAMN10379014
SRR9878262	Available	GCA_042114565.1	SAMN10579304
SRR8071062	Available	GCA_042126145.1	SAMN08326872
SRR8071074	Available	GCA_042125925.1	SAMN08522639
SRR8071084	Available	GCA_042125735.1	SAMN07427763
SRR8071115	Available	GCA_042125285.1	SAMN08331958
SRR8071122	Available	GCA_042125005.1	SAMN08326894
SRR8071140	Available	GCA_042124665.1	SAMN07456581
SRR8071166	Available	GCA_042124165.1	SAMN07682885
SRR8071187	Available	GCA_042123745.1	SAMN08331922
SRR8071195	Available	GCA_042123585.1	SAMN08522646
SRR8071205	Available	GCA_042123425.1	SAMN08522643
SRR8071210	Available	GCA_042123325.1	SAMN07427742
SRR8071213	Available	GCA_042123245.1	SAMN07427739
SRR8071238	Available	GCA_042122825.1	SAMN08007182
SRR8071270	Available	GCA_042122225.1	SAMN07428673
SRR8071290	Available	GCA_042121825.1	SAMN07503723
SRR8071300	Available	GCA_042121645.1	SAMN08472510
SRR8071322	Available	GCA_042121185.1	SAMN08326896
SRR8071328	Available	GCA_042121125.1	SAMN08331914
SRR8071336	Available	GCA_042121065.1	SAMN07357581
SRR8071341	Available	GCA_042120885.1	SAMN07837912
SRR8071346	Available	GCA_042120805.1	SAMN07947839
SRR8079705	Available	GCA_042118965.1	SAMN10253511
SRR8079712	Available	GCA_042118825.1	SAMN10253547
SRR8079717	Available	GCA_042118765.1	SAMN10253504
SRR8079719	Available	GCA_042118645.1	SAMN10253492
SRR8079735	Available	GCA_042118305.1	SAMN10253526
SRR8079736	Available	GCA_042118365.1	SAMN10253525
SRR8079759	Available	GCA_042117865.1	SAMN10253494
SRR8088094	Available	GCA_042117585.1	SAMN07357575
SRR9985633	Available	GCA_042113305.1	SAMN10620628
SRR9985639	Available	GCA_042113165.1	SAMN10620630
SRR9985640	Available	GCA_042113185.1	SAMN10620631
SRR9985651	Available	GCA_042112685.1	SAMN10354598
SRR9985660	Available	GCA_042112565.1	SAMN10354604
SRR9985667	Available	GCA_042112445.1	SAMN10354321
SRR9985674	Available	GCA_042112265.1	SAMN10354275
SRR9985688	Available	GCA_042112045.1	SAMN10354206
SRR9985726	Available	GCA_042110565.1	SAMN10620619
SRR9985745	Available	GCA_042110005.1	SAMN08326091
SRR9985751	Available	GCA_042109865.1	SAMN10425016
SRR9985757	Available	GCA_042109705.1	SAMN10968298
SRR9985762	Available	GCA_042109625.1	SAMN10968271
SRR9985797	Available	GCA_042108025.1	SAMN10354246
SRR9985830	Available	GCA_042107685.1	SAMN10968327
SRR9985838	Available	GCA_042107525.1	SAMN10354561
SRR9985882	Available	GCA_042078745.1	SAMN10968315
SRR9985883	Available	GCA_042107005.1	SAMN10968306
SRR9985901	Available	GCA_042106865.1	SAMN10620626
SRR9985912	Available	GCA_042078465.1	SAMN10354342
SRR9985921	Available	GCA_042078265.1	SAMN10354258
SRR9985962	Available	GCA_042106105.1	SAMN10354291
SRR9985967	Available	GCA_042106025.1	SAMN10354287
ERR2133895	Available	GCA_041945065.1	SAMEA104313200
ERR2133905	Available	GCA_041944965.1	SAMEA104313210
ERR2133916	Available	GCA_041944755.1	SAMEA104313221
ERR2133951	Available	GCA_041944455.1	SAMEA104313256
ERR2133953	Available	GCA_041944355.1	SAMEA104313258
ERR2133956	Available	GCA_041944335.1	SAMEA104313261
ERR2133958	Available	GCA_041944305.1	SAMEA104313263
ERR2133963	Available	GCA_041944205.1	SAMEA104313268
ERR2133986	Available	GCA_041943925.1	SAMEA104313291
SRR11698661	Available	GCA_042104895.1	SAMN12860972
SRR11698909	Available	GCA_042104315.1	SAMN12546558
SRR11698358	Available	GCA_042105635.1	SAMN12830893
SRR11724448	Available	GCA_041943575.1	SAMN13976920
SRR11724637	Available	GCA_041943315.1	SAMN13495498
SRR11724771	Available	GCA_041942785.1	SAMN13976917
SRR11724205	Available	GCA_042103675.1	SAMN13918422
SRR8071155	Available	GCA_042124365.1	SAMN07503603
SRR8071176	Available	GCA_042123965.1	SAMN08472506
SRR8071215	Available	GCA_042123225.1	SAMN07427737
SRR8071250	Available	GCA_042122625.1	SAMN08472542
SRR8071265	Available	GCA_042122285.1	SAMN07428672
SRR8071285	Available	GCA_042121925.1	SAMN07503728
SRR8071352	Available	GCA_042120665.1	SAMN08326875
SRR8071357	Available	GCA_042120565.1	SAMN08326880
SRR8071382	Available	GCA_042120035.1	SAMN08472524
SRR8071387	Available	GCA_042119965.1	SAMN08472521
SRR8071413	Available	GCA_042119465.1	SAMN07428657
SRR8071418	Available	GCA_042119385.1	SAMN07428654
SRR8079764	Available	GCA_042117785.1	SAMN10253482
SRR8088179	Available	GCA_042117445.1	SAMN06231180
SRR9985583	Available	GCA_042114325.1	SAMN10354202
SRR9985592	Available	GCA_042114045.1	SAMN10354193
SRR9985646	Available	GCA_042113065.1	SAMN08115653
SRR9985656	Available	GCA_042112625.1	SAMN10354593
SRR9985672	Available	GCA_042112305.1	SAMN10425065
SRR9985711	Available	GCA_042110845.1	SAMN10354284
SRR9985720	Available	GCA_042110615.1	SAMN10167166
SRR9985723	Available	GCA_042110645.1	SAMN10620624
SRR9985730	Available	GCA_042110435.1	SAMN10620623
SRR9985741	Available	GCA_042110065.1	SAMN08513534
SRR9985760	Available	GCA_042109665.1	SAMN10968324
SRR9985767	Available	GCA_042108765.1	SAMN10354308
SRR9985843	Available	GCA_042107465.1	SAMN10354553
SRR9985865	Available	GCA_042078925.1	SAMN10167206
SRR9985893	Available	GCA_042078665.1	SAMN10968288
SRR9985910	Available	GCA_042106765.1	SAMN10354338
ERR2133932	Available	GCA_041944675.1	SAMEA104313237
ERR2133943	Available	GCA_041944535.1	SAMEA104313248
ERR2133961	Available	GCA_041944225.1	SAMEA104313266
ERR2133980	Available	GCA_041944005.1	SAMEA104313285
SRR11699058	Available	GCA_042104055.1	SAMN11288775
SRR11698879	Available	GCA_042104495.1	SAMN12610039
SRR11698785	Available	GCA_042104635.1	SAMN12821372
SRR11699176	Available	GCA_042103835.1	SAMN12002552
SRR11724228	Available	GCA_042103655.1	SAMN13840080
SRR11724483	Available	GCA_041943475.1	SAMN13495431
SRR11725027	Available	GCA_041942285.1	SAMN13928453
SRR11724197	Available	GCA_042103755.1	SAMN13672897
SRR11724675	Available	GCA_041943195.1	SAMN13872691
SRR11724800	Available	GCA_041942565.1	SAMN13495365
SRR11724846	Available	GCA_041942505.1	SAMN13191781
SRR11725164	Available	GCA_041941955.1	SAMN13495314
SRR11724258	Available	GCA_042103615.1	SAMN13840053
SRR11724678	Available	GCA_042103015.1	SAMN13872689
SRR11724912	Available	GCA_042102895.1	SAMN13495474
SRR11728101	Available	GCA_042102735.1	SAMN14112410
SRR11903850	Available	GCA_042102215.1	SAMN10291551
SRR11903898	Available	GCA_042101335.1	SAMN10148365
SRR11903943	Available	GCA_042100535.1	SAMN10086637
SRR11903979	Available	GCA_042099935.1	SAMN10354452
SRR11904071	Available	GCA_042098535.1	SAMN09724050
SRR11903855	Available	GCA_042102135.1	SAMN10291535
SRR11903875	Available	GCA_042101815.1	SAMN10354725
SRR11903907	Available	GCA_042101215.1	SAMN10354644
SRR11903990	Available	GCA_042099735.1	SAMN10167227
SRR11904068	Available	GCA_042098595.1	SAMN09724053
SRR11904094	Available	GCA_042098355.1	SAMN09282157
SRR11904752	Available	GCA_042080345.1	SAMN12737034
SRR11904869	Available	GCA_042075625.1	SAMN13323789
SRR11904063	Available	GCA_042096815.1	SAMN08723544
SRR11904087	Available	GCA_042096715.1	SAMN09294409
SRR11904198	Available	GCA_042093505.1	SAMN10793579
SRR11904214	Available	GCA_042092615.1	SAMN08956127
SRR11904325	Available	GCA_042087955.1	SAMN08832475
SRR11904327	Available	GCA_042087895.1	SAMN10596686
SRR11904376	Available	GCA_042086995.1	SAMN10581035
SRR11904396	Available	GCA_042086615.1	SAMN10621554
SRR11904407	Available	GCA_042086475.1	SAMN10621544
SRR11904462	Available	GCA_042085555.1	SAMN10411795
SRR11904529	Available	GCA_042084575.1	SAMN12636431
SRR11904596	Available	GCA_042083505.1	SAMN11492552
SRR11904749	Available	GCA_042080415.1	SAMN12737037
SRR11904834	Available	GCA_042079105.1	SAMN11038135
SRR11904875	Available	GCA_042075525.1	SAMN13323783
SRR11904921	Available	GCA_042074745.1	SAMN13323864
SRR11904957	Available	GCA_042074085.1	SAMN12636548
SRR11904962	Available	GCA_042073985.1	SAMN12636544
SRR11903976	Available	GCA_042097115.1	SAMN10354455
SRR11904196	Available	GCA_042093415.1	SAMN10793581
SRR11904289	Available	GCA_042088835.1	SAMN10714850
SRR11904292	Available	GCA_042088595.1	SAMN10714848
SRR11904294	Available	GCA_042088535.1	SAMN10714846
SRR11904309	Available	GCA_042088275.1	SAMN10714832
SRR11904429	Available	GCA_042085995.1	SAMN10414085
SRR11904461	Available	GCA_042085575.1	SAMN10411796
SRR11904528	Available	GCA_042109065.1	SAMN11554229
SRR11904658	Available	GCA_042081945.1	SAMN13181937
SRR11904755	Available	GCA_042080325.1	SAMN12737031
SRR11904785	Available	GCA_042079885.1	SAMN11288727
SRR11904907	Available	GCA_042074985.1	SAMN13323875
SRR11904011	Available	GCA_042097155.1	SAMN09828739
SRR11904236	Available	GCA_042090135.1	SAMN08956125
SRR11904450	Available	GCA_042109165.1	SAMN10379028
SRR11904480	Available	GCA_042085255.1	SAMN12636523
SRR11904517	Available	GCA_042084775.1	SAMN11554207
SRR11904594	Available	GCA_042083535.1	SAMN11492554
SRR11725078	Available	GCA_041942185.1	SAMN13872717
SRR11724232	Available	GCA_041941965.1	SAMN13840077
SRR11724948	Available	GCA_042102695.1	SAMN13495424
SRR11903854	Available	GCA_042102155.1	SAMN10291536
SRR11903919	Available	GCA_042101035.1	SAMN08723557
SRR11903928	Available	GCA_042100815.1	SAMN10086651
SRR11903938	Available	GCA_042100635.1	SAMN10086641
SRR11903947	Available	GCA_042100475.1	SAMN10086633
SRR11903957	Available	GCA_042100275.1	SAMN09916423
SRR11903960	Available	GCA_042100165.1	SAMN09916420
SRR11903964	Available	GCA_042100185.1	SAMN10354491
SRR11903996	Available	GCA_042099605.1	SAMN08723550
SRR11904005	Available	GCA_042099415.1	SAMN09828744
SRR11904048	Available	GCA_042098915.1	SAMN09666470
SRR11904059	Available	GCA_042098795.1	SAMN09666460
SRR11904061	Available	GCA_042098715.1	SAMN09666458
SRR11904100	Available	GCA_042098255.1	SAMN09379898
SRR11904111	Available	GCA_042098035.1	SAMN09379890
SRR11904122	Available	GCA_042097825.1	SAMN10354111
SRR11904138	Available	GCA_042097595.1	SAMN08995968
SRR11903932	Available	GCA_042100755.1	SAMN10086647
SRR11903985	Available	GCA_042099815.1	SAMN08723551
SRR11904184	Available	GCA_042095515.1	SAMN10718257
SRR11904204	Available	GCA_042093095.1	SAMN10793570
SRR11904209	Available	GCA_042092875.1	SAMN10793565
SRR11904371	Available	GCA_042087095.1	SAMN10581040
SRR11904403	Available	GCA_042086455.1	SAMN10621548
SRR11904622	Available	GCA_042109005.1	SAMN13181945
SRR11904891	Available	GCA_042075285.1	SAMN13323852
SRR11904219	Available	GCA_042092395.1	SAMN10793556
SRR11904280	Available	GCA_042089115.1	SAMN08956121
SRR11904296	Available	GCA_042088495.1	SAMN10714844
SRR11904342	Available	GCA_042087595.1	SAMN10596668
SRR11904352	Available	GCA_042087435.1	SAMN10581050
SRR11904381	Available	GCA_042086935.1	SAMN10581031
SRR11904503	Available	GCA_042084965.1	SAMN12636472
SRR11904584	Available	GCA_042083715.1	SAMN11492663
SRR11904625	Available	GCA_042082795.1	SAMN13181994
SRR11904637	Available	GCA_042082205.1	SAMN13181931
SRR11904693	Available	GCA_042081385.1	SAMN10925285
SRR11904703	Available	GCA_042081165.1	SAMN12883895
SRR11904742	Available	GCA_042080545.1	SAMN11179089
SRR11904759	Available	GCA_042080265.1	SAMN12737026
SRR11904769	Available	GCA_042080085.1	SAMN12788911
SRR11904798	Available	GCA_042079685.1	SAMN11344915
SRR11904227	Available	GCA_042091995.1	SAMN10793549
SRR11904273	Available	GCA_042089335.1	SAMN10602490
SRR11904284	Available	GCA_042088935.1	SAMN10579322
SRR11904287	Available	GCA_042088785.1	SAMN10579319
SRR11904414	Available	GCA_042086295.1	SAMN10354067
SRR11904441	Available	GCA_042085735.1	SAMN10414074
SRR11904512	Available	GCA_042084875.1	SAMN12636432
SRR11904543	Available	GCA_042084375.1	SAMN13323954
SRR11904556	Available	GCA_042084155.1	SAMN13323933
SRR11904673	Available	GCA_042081685.1	SAMN13181889
SRR11904775	Available	GCA_042108945.1	SAMN12883886
SRR11904929	Available	GCA_042074585.1	SAMN13323979
SRR11904373	Available	GCA_042087075.1	SAMN10581038
SRR11904614	Available	GCA_042083095.1	SAMN13181955
SRR11904617	Available	GCA_042083035.1	SAMN13181971
SRR11904629	Available	GCA_042082725.1	SAMN13181951
SRR11904689	Available	GCA_042081365.1	SAMN12883907
SRR11904833	Available	GCA_042076185.1	SAMN11405957
SRR11904918	Available	GCA_042074785.1	SAMN13323856
SRR12612465	Available	GCA_042073365.1	SAMN14170561
SRR12612485	Available	GCA_042073345.1	SAMN14170537
SRR12612722	Available	GCA_042072885.1	SAMN15970847
ERR855050	Available	GCA_042035285.1	SAMEA3165391
ERR855197	Available	GCA_042033145.1	SAMEA3165549
ERR855127	Available	GCA_042031905.1	SAMEA3165478
ERR855152	Available	GCA_042031015.1	SAMEA3165504
ERR855244	Available	GCA_042029805.1	SAMEA3165596
ERR855029	Available	GCA_042027025.1	SAMEA3165370
ERR855339	Available	GCA_042026725.1	SAMEA3165786
ERR855422	Available	GCA_042023955.1	SAMEA3165749
SRR5989348	Available	GCA_042133665.1	SAMN06765408
ERR1067745	Available	GCA_042042895.1	SAMEA3463013
ERR1082184	Available	GCA_042041695.1	SAMEA3463113
ERR1082229	Available	GCA_042040855.1	SAMEA3463162
ERR1067867	Available	GCA_042040415.1	SAMEA3463026
ERR854902	Available	GCA_042038175.1	SAMEA3165243
ERR855062	Available	GCA_042035005.1	SAMEA3165408
ERR855001	Available	GCA_042028035.1	SAMEA3165333
ERR855021	Available	GCA_042027215.1	SAMEA3165362
ERR855334	Available	GCA_042026885.1	SAMEA3165781
ERR855278	Available	GCA_042025595.1	SAMEA3165630
ERR855323	Available	GCA_042024635.1	SAMEA3165770
ERR855415	Available	GCA_042024055.1	SAMEA3165739
SRR5990352	Available	GCA_042133445.1	SAMN07299102
ERR1067870	Available	GCA_042040395.1	SAMEA3463032
ERR1082165	Available	GCA_042039775.1	SAMEA3463205
ERR1082261	Available	GCA_042039095.1	SAMEA3463194
ERR855189	Available	GCA_042033275.1	SAMEA3165541
ERR855018	Available	GCA_042027245.1	SAMEA3165359
ERR855348	Available	GCA_042026545.1	SAMEA3165643
ERR855330	Available	GCA_042024575.1	SAMEA3165777
SRR5235372	Available	GCA_042133865.1	SAMN05859801
SRR5989362	Available	GCA_042133645.1	SAMN06765401
